,title,news_id,text,cluster,processed_text,x_pos,y_pos
70,Hollywood’s Hebrew Helper: Todd Shotz Seeks Accuracy In Jewish Culture And Presence,70,"Hollywood’s Hebrew Helper: Todd Shotz Seeks Accuracy In Jewish Culture And Presence. Storyteller, Jewish educator, and Emmy-winning producer.",3,hollywood hebrew helper todd shotz seek accuracy jewish culture presence storyteller jewish educator emmy producer,-11.102884,-8.706184
71,Leo Varadkar - Ireland's youngest taoiseach,71,Leo Varadkar - Ireland's youngest taoiseach. Varadkar also made history as the first gay PM and the first from an ethnic minority background.,4,varadkar ireland young taoiseach varadkar history ethnic minority background,-1.6740897,-18.483814
72,Irish PM giving news conference as he steps down,72,Irish PM giving news conference as he steps down. Fine Gael leader Leo Varadkar will step down before the general election in the Republic of Ireland.,4,irish news conference step fine gael leader varadkar step general election republic ireland,-0.9691181,-18.863731
73,LGBTQ rights lawyers face potential sanctions over Alabama ‘judge shopping’,73,LGBTQ rights lawyers face potential sanctions over Alabama ‘judge shopping’. Attorneys at major LGBTQ rights groups and law firms allegedly tried to steer litigation challenging Alabama's transgender health care restrictions away from a Trump-appointed judge.,6,right lawyer face potential sanction alabama judge shopping attorney major right group firm allegedly steer litigation challenge alabama transgender health care restriction away trump appoint judge,-4.3596773,7.4722023
74,Trans treatment waiting list a ‘death sentence’,74,"Trans treatment waiting list a ‘death sentence’. Patients for NHS gender clinics could face a years-long wait for NHS treatment, data suggests.",7,tran treatment waiting list death sentence patient gender clinic face year long wait treatment datum suggest,-0.96028566,-0.77008307
75,"Homophobia can 'increase cancer risk' in LGBTQ+ people, report finds",75,"Homophobia can 'increase cancer risk' in LGBTQ+ people, report finds. The American Cancer Society has found that queer people frequently experience ""minority stress"" in health care settings, leading to an ""elevated prevalence"" of cancer risk factors.",2,homophobia increase cancer risk lgbtq+ report find american cancer society find frequently experience minority stress health care setting lead elevated prevalence cancer risk factor,4.537654,2.544085
76,"Ireland's prime minister, Leo Varadkar, has resigned",76,"Ireland's prime minister, Leo Varadkar, has resigned. Leo Varadkar announced he will step down as taoiseach, or prime minister, within weeks as soon as his Fine Gael party chooses a successor.",4,ireland prime minister varadkar resign varadkar announce step taoiseach prime minister week soon fine gael party choose successor,-1.0806817,-18.81569
77,Lesbian teacher settles federal discrimination lawsuit with Maine district,77,"Lesbian teacher settles federal discrimination lawsuit with Maine district. A special education teacher in Maine has settled a federal lawsuit filed against her former employer, which she claimed discriminated against her because she is a lesbian.",6,lesbian teacher settle federal discrimination lawsuit maine district special education teacher maine settle federal lawsuit file employer claim discriminate lesbian,-6.071113,6.101387
78,Joe Biden has tied the record for most LGBTQ+ judges confirmed in federal courts,78,"Joe Biden has tied the record for most LGBTQ+ judges confirmed in federal courts. Eleven federal judges who identify as LGBTQ+ have been confirmed to lifetime positions under the Biden administration, tying the record set by the Obama administration.",2,biden record lgbtq+ judge confirm federal court federal judge identify lgbtq+ confirm lifetime position biden administration record obama administration,-6.2691007,8.011785
79,Two arrested in Russia in first LGBTQ+ extremism case,79,"Two arrested in Russia in first LGBTQ+ extremism case. It is the first criminal case of its kind since Russia outlawed the so-called ""international LGBT"" movement last year.",8,arrest russia lgbtq+ extremism case criminal case kind russia outlaw international movement year,12.960342,-4.036439
80,Alabama judge unseals report accusing top LGBTQ+ rights attorneys of improper judge shopping,80,Alabama judge unseals report accusing top LGBTQ+ rights attorneys of improper judge shopping. A federal judge in Alabama has unsealed a report that accuses dozens of the nation’s top LGBTQ+ rights attorneys of improperly trying to select a judge friendly to a lawsuit they brought in the state.,6,alabama judge unseal report accuse lgbtq+ right attorney improper judge shopping federal judge alabama unseal report accuse dozen nation lgbtq+ right attorney improperly select judge friendly lawsuit bring state,-4.433825,7.5841513
81,Lesbian lawyer Nicole Berner confirmed as federal appeals court judge,81,"Lesbian lawyer Nicole Berner confirmed as federal appeals court judge. Nicole Berner, a lesbian attorney who has represented labor and reproductive rights groups and won a landmark parental rights case in Israel, has been confirmed by the U.S. Senate as the first out LGBTQ+ judge on the U.S. Court of Appeals for the Fourth Circu…",6,lesbian lawyer nicole berner confirm federal appeal court judge nicole berner lesbian attorney represent labor reproductive right group landmark parental right case israel confirm u.s. senate lgbtq+ judge u.s. court appeals fourth circu,-6.6019077,7.016743
82,"Sydney Sweeney, Scott Evans and all the stars at the GLAAD Awards",82,"Sydney Sweeney, Scott Evans and all the stars at the GLAAD Awards. The 35th GLAAD Media Awards had more stars than the sky as last week's glam gala.",3,sydney sweeney scott evans star glaad awards 35th glaad media awards star week glam gala,-10.124329,-14.440472
83,Over a dozen LGBTQ nonprofits among recipients of billionaire MacKenzie Scott’s latest donations,83,"Over a dozen LGBTQ nonprofits among recipients of billionaire MacKenzie Scott’s latest donations. MacKenzie Scott, a billionaire philanthropist and the ex-wife of Amazon founder Jeff Bezos, is giving $640 million to hundreds of nonprofits, including dozens of organizations that support LGBTQ people.",4,dozen nonprofit recipient billionaire mackenzie scott late donation mackenzie scott billionaire philanthropist wife amazon founder jeff bezos million nonprofit include dozen organization support,-1.8952763,-14.857754
84,"If Nex Benedict's autopsy is part of a cover-up, Oklahoma officials are playing a dangerous game",84,"If Nex Benedict's autopsy is part of a cover-up, Oklahoma officials are playing a dangerous game. When a child dies – any child – the loss is incalculable. There’s the loss of a son or daughter, a sibling, a cousin, a best friend. There’s a loss of a life, snuffed out before its time. The loss of a future – who knows what that child could have accomplishe…",0,benedict autopsy cover oklahoma official play dangerous game child child loss incalculable loss daughter sibling cousin good friend loss life snuff time loss future know child accomplishe,-15.740908,1.5108865
85,Senate confirms LGBTQ labor lawyer to seat on appeals court,85,"Senate confirms LGBTQ labor lawyer to seat on appeals court. Nicole Berner won Senate approval for a seat on the 4th U.S. Circuit Court of Appeals, making her the first openly LGBTQ judge to serve on the court.",6,senate confirm labor lawyer seat appeal court nicole berner senate approval seat u.s. circuit court appeals openly judge serve court,-6.5921526,7.200622
