,news_id,subject,relation,object
527,34,number,doubled with,nearly 30 percent of Gez Z women identifying
528,34,number,doubled with,nearly 30 percent
529,34,number,doubled with,nearly 30 percent of Gez Z women
530,34,survey,was,conducted
531,35,EU candidate,plans,propaganda bill
532,35,EU candidate,plans,LGBT propaganda bill
533,35,country ’s MP,Read,Full Article
534,35,Georgia,ban,LGBT propaganda
535,35,Georgia,ban,propaganda
536,35,country ’s top MP,Read,Full Article
537,35,country ’s MP,Read,Article
538,35,country ’s top MP,Read,Article
539,35,country ’s MP,Read Article at,RT.com
540,35,country ’s top MP,Read Article at,RT.com
541,35,country,’s,top MP
542,36,college student,briefly speak on,night
543,36,college student,speak with,police
544,36,college student,speak on,night
545,36,college student,briefly speak with,police
546,36,college student Riley Strain briefly,speak on,night
547,36,missing college student Riley Strain briefly,speak on,night
548,36,college student Riley Strain briefly,speak with,police officer
549,36,missing college student Riley Strain briefly,speak with,police officer
550,36,he,vanished in,Nashville
551,37,Alabama space camp employee,be fired,simply for transgender
552,37,Alabama space camp employee,be,for to fired
553,37,Alabama space camp employee,be fired,simply transgender
554,37,GOP lawmakers,call,for to fired
555,37,Alabama space camp employee,be,fired
556,37,GOP lawmakers,call,fired
557,37,Alabama space camp employee,be fired,for transgender
558,37,Alabama space camp employee,be,to fired
559,37,GOP lawmakers,call,to fired
560,37,GOP lawmakers,call,for fired
561,37,Alabama space camp employee,be,for fired
562,37,Alabama space camp employee,be fired,transgender
563,37,Alabama resident,sparked,backlash against employee
564,37,Space,is in,Huntsville
565,37,Alabama resident,sparked,transphobic backlash against employee
566,37,Alabama resident,sparked,transphobic backlash
567,37,Rocket Center,has,Space Camp
568,37,Alabama resident,sparked,backlash
569,39,Chasten Buttigieg,takes on,bullies
570,39,Chasten Buttigieg,takes on,anti-trans bullies
571,39,Chasten Buttigieg,takes on bullies during,Michigan State University lecture
572,39,Michigan State University,at,Department of Theatre
573,40,California parents,oust,school board members
574,40,Parents,remove,two school board members
575,40,Parents,is in,Southern California
576,40,Parents,remove,two conservative school board members
577,40,they,spearheaded,policy
578,41,New York county,has,ban on transgender female athletes
579,41,Former Olympian Caitlyn Jenner,backs,New York county 's ban on female athletes
580,41,Former Olympian Caitlyn Jenner,backs,New York county 's ban on transgender female athletes
581,41,Former Olympian Caitlyn Jenner,backs,New York county 's ban on transgender athletes
582,41,Former Olympian Caitlyn Jenner,backs,New York county 's ban
583,41,Former Olympian Caitlyn Jenner,backs,New York county 's ban on athletes
584,41,local New York official,’s,order banning with transgender
585,41,Former gold medalist Caitlyn Jenner,said on,Monday
586,41,Former Olympic gold medalist Caitlyn Jenner,said on,Monday
587,42,Kentucky lawmakers,criminalize,conduct
588,42,Kentucky lawmakers,criminalize conduct after,LGBTQ protest
589,42,Kentucky lawmakers,criminalize,disruptive conduct
590,42,rights activists,limit,free speech
591,42,rights activists,limit,speech
592,42,protesters,were,arrested
593,42,19 protesters,were,After arrested
594,42,legislature,passed,sweeping anti-LGBTQ bill
595,42,lawmakers,are considering,punishments
596,42,civil rights activists,limit,speech
597,42,protesters,were,After arrested
598,42,civil rights activists,limit,free speech
599,42,19 protesters,were,arrested
600,42,lawmakers,are considering punishments,After arrested
601,42,legislature,passed,anti-LGBTQ bill
602,42,lawmakers,are considering,new punishments
603,42,lawmakers,are considering punishments,arrested
604,43,Idaho,considers,ban on
605,43,Idaho,considers,ban
606,43,Idaho lawmakers,are expected,to vote week
607,43,Idaho lawmakers,are expected,to vote week on bill
608,43,Idaho lawmakers,are expected,vote week
609,43,Idaho lawmakers,are expected,vote week on bill
610,43,Idaho lawmakers,vote at_time,week
611,43,Idaho lawmakers,are,expected
612,44,man ILLEGAL,is in,Scotland
613,44,it,will,will no longer legal for people thanks to passage
614,44,it,will,In short weeks will longer legal for people thanks to passage
615,44,it,will,In few weeks will longer legal for people thanks to passage of Crime Bill
616,44,it,will,In short weeks will longer legal for people thanks
617,44,it,will,In weeks will no longer legal thanks to passage
618,44,it,will,In weeks will legal for people thanks to passage of Crime Bill
619,44,it,will,In few weeks will legal for people thanks
620,44,it,will,In short weeks will legal thanks to passage
621,44,it,will,will longer legal thanks to passage
622,44,it,will,In few weeks will longer legal for people in Scotland thanks
623,44,it,will,In few short weeks will no longer legal for people thanks to passage
624,44,it,will,In weeks will legal thanks
625,44,it,will,In weeks will longer legal for people in Scotland thanks
626,44,it,will,In few short weeks will no longer legal thanks to passage
627,44,it,will,In short weeks will longer legal for people in Scotland thanks
628,44,it,will,In short weeks will no longer legal for people in Scotland thanks
629,44,it,will,In few weeks will no longer legal for people thanks to passage
630,44,it,will,will no longer legal for people thanks to passage of Crime Bill
631,44,it,will,will legal thanks to passage
632,44,it,will,will legal thanks to passage of Crime Bill
633,44,it,will,In few weeks will no longer legal for people thanks to passage of Crime Bill
634,44,it,will,In short weeks will no longer legal thanks to passage of Crime Bill
635,44,it,will,In short weeks will legal for people in Scotland thanks to passage
636,44,it,will,will no longer legal for people in Scotland thanks
637,44,it,will,In short weeks will no longer legal for people in Scotland thanks to passage
638,44,it,will,In few short weeks will longer legal for people in Scotland thanks to passage
639,44,it,will,will no longer legal for people in Scotland thanks to passage of Crime Bill
640,44,it,will,In few short weeks will no longer legal thanks to passage of Crime Bill
641,44,it,will,will longer legal for people thanks to passage
642,44,it,will,In weeks will legal for people in Scotland thanks
643,44,it,will,In short weeks will longer legal thanks
644,44,it,will,In few short weeks will longer legal for people in Scotland thanks to passage of Crime Bill
645,44,it,will,In few short weeks will longer legal thanks
646,44,it,will,In few weeks will no longer legal for people in Scotland thanks
647,44,it,will,will no longer legal thanks to passage
648,44,it,will,In few weeks will legal for people in Scotland thanks
649,44,it,will,will no longer legal thanks to passage of Crime Bill
650,44,it,will,will longer legal for people thanks
651,44,it,will,In few weeks will no longer legal thanks to passage
652,44,it,refer to,males
653,44,it,will,will legal for people in Scotland thanks to passage of Crime Bill
654,44,it,will,In weeks will no longer legal for people thanks to passage
655,44,it,will,In few short weeks will no longer legal for people in Scotland thanks to passage
656,44,it,will,In few short weeks will no longer legal for people in Scotland thanks
657,44,it,will,In few weeks will legal for people in Scotland thanks to passage of Crime Bill
658,44,it,will,In short weeks will longer legal for people in Scotland thanks to passage of Crime Bill
659,44,it,will,In short weeks will no longer legal for people thanks to passage of Crime Bill
660,44,it,will,In few weeks will longer legal for people thanks to passage
661,44,it,will,In short weeks will legal for people thanks
662,44,it,will,will legal for people thanks to passage of Crime Bill
663,44,it,will,In few short weeks will longer legal for people thanks to passage of Crime Bill
664,44,it,will,In short weeks will no longer legal thanks
665,44,it,will,In short weeks will legal thanks to passage of Crime Bill
666,44,it,will,will longer legal thanks
667,44,it,will,In few short weeks will legal thanks
668,44,it,will,In short weeks will no longer legal for people thanks
669,44,it,will,In few weeks will longer legal thanks
670,44,it,will,In few weeks will legal for people thanks to passage of Crime Bill
671,44,it,will,In short weeks will longer legal thanks to passage
672,44,it,will,In few weeks will longer legal thanks to passage
673,44,it,will,In weeks will no longer legal for people thanks
674,44,it,will,In few short weeks will legal for people in Scotland thanks
675,44,it,will,will legal thanks
676,44,it,will,In weeks will no longer legal thanks to passage of Crime Bill
677,44,it,will,In few short weeks will longer legal for people in Scotland thanks
678,44,it,will,In weeks will no longer legal thanks
679,44,it,will,will no longer legal thanks
680,44,it,will,In few weeks will longer legal for people in Scotland thanks to passage of Crime Bill
681,44,it,will,will longer legal for people thanks to passage of Crime Bill
682,44,it,will,In short weeks will legal for people in Scotland thanks
683,44,it,will,In few weeks will legal for people thanks to passage
684,44,it,will,In weeks will legal thanks to passage
685,44,it,will,In few weeks will no longer legal for people thanks
686,44,it,will,In short weeks will longer legal for people thanks to passage of Crime Bill
687,44,it,will,In weeks will longer legal for people in Scotland thanks to passage
688,44,it,will,will legal for people in Scotland thanks to passage
689,44,it,will,will longer legal thanks to passage of Crime Bill
690,44,it,will,In weeks will legal thanks to passage of Crime Bill
691,44,it,will,In short weeks will no longer legal for people in Scotland thanks to passage of Crime Bill
692,44,it,will,In few weeks will legal thanks
693,44,it,will,In few short weeks will longer legal for people thanks
694,44,it,will,In weeks will longer legal for people thanks to passage
695,44,it,will,will longer legal for people in Scotland thanks to passage of Crime Bill
696,44,it,will,will longer legal for people in Scotland thanks to passage
697,44,it,will,In few weeks will no longer legal for people in Scotland thanks to passage of Crime Bill
698,44,it,will,In few short weeks will legal for people in Scotland thanks to passage of Crime Bill
699,44,it,will,will legal for people thanks
700,44,it,will,In short weeks will longer legal for people in Scotland thanks to passage
701,44,it,will,In few short weeks will legal for people thanks
702,44,it,refer as,men
703,44,it,will,In few weeks will no longer legal thanks
704,44,it,will,In few weeks will legal thanks to passage of Crime Bill
705,44,it,will,In short weeks will longer legal thanks to passage of Crime Bill
706,44,it,will,In weeks will longer legal thanks to passage of Crime Bill
707,44,it,will,In few short weeks will longer legal for people thanks to passage
708,44,it,will,In weeks will longer legal thanks to passage
709,44,it,will,In few short weeks will no longer legal for people thanks to passage of Crime Bill
710,44,it,will,In short weeks will no longer legal thanks to passage
711,44,it,will,In few weeks will longer legal thanks to passage of Crime Bill
712,44,it,will,In few short weeks will no longer legal for people in Scotland thanks to passage of Crime Bill
713,44,it,will,will legal for people thanks to passage
714,44,it,will,In weeks will legal for people in Scotland thanks to passage of Crime Bill
715,44,it,will,In weeks will longer legal thanks
716,44,it,will,In few weeks will longer legal for people thanks
717,44,it,will,In few short weeks will longer legal thanks to passage
718,44,it,will,In few short weeks will no longer legal for people thanks
719,44,it,will,In weeks will no longer legal for people in Scotland thanks to passage of Crime Bill
720,44,it,will,will longer legal for people in Scotland thanks
721,44,it,will,In short weeks will legal for people in Scotland thanks to passage of Crime Bill
722,44,it,will,In few short weeks will legal for people in Scotland thanks to passage
723,44,it,will,In few weeks will no longer legal for people in Scotland thanks to passage
724,44,it,will,In weeks will no longer legal for people thanks to passage of Crime Bill
725,44,it,will,In weeks will legal for people thanks
726,44,it,will,will legal for people in Scotland thanks
727,44,it,will,In weeks will no longer legal for people in Scotland thanks
728,44,it,will,In few weeks will legal thanks to passage
729,44,it,will,In short weeks will legal thanks
730,44,it,will,In weeks will legal for people in Scotland thanks to passage
731,44,it,will,In few short weeks will longer legal thanks to passage of Crime Bill
732,44,it,will,will no longer legal for people in Scotland thanks to passage
733,44,it,will,In few weeks will legal for people in Scotland thanks to passage
734,44,it,will,In weeks will longer legal for people thanks
735,44,it,will,In weeks will longer legal for people in Scotland thanks to passage of Crime Bill
